x1,x2,label
-1.2354,1.5757,outer
-0.8152,-1.8922,outer
0.9028,-1.7762,outer
1.9898,-0.386,outer
1.7718,-0.15,outer
0.8179,0.2843,inner
-0.8207,0.3157,inner
0.4176,0.5849,inner
1.251,-1.2471,outer
-1.6686,-1.302,outer
0.0056,0.0695,inner
-0.6083,-2.3158,outer
-0.6984,-2.4438,outer
-1.3195,-1.2672,outer
-2.3818,0.1486,outer
0.873,1.7585,outer
-0.7418,-0.0206,inner
-0.1002,0.016,inner
0.5339,0.0675,inner
-0.5803,-0.5703,inner
0.154,0.2206,inner
0.2903,-0.5386,inner
0.1688,-1.8713,outer
1.618,-1.4518,outer
0.186,-0.6402,inner
0.8453,2.0077,outer
-2.1513,0.6967,outer
-1.2201,-1.9285,outer
-0.0568,0.6465,inner
0.5332,0.3949,inner
-0.2069,2.3077,outer
0.0338,0.8803,inner
-1.5383,-0.0208,outer
-2.2722,0.657,outer
-2.1556,-0.019,outer
-0.4017,-0.725,inner
0.1907,0.0746,inner
2.2053,-0.5294,outer
-0.3894,2.2322,outer
0.7819,-0.5424,inner
1.9926,0.0417,outer
-0.8119,-0.4493,inner
-0.4555,1.8427,outer
-0.6462,0.7541,inner
-0.2963,0.8089,inner
1.8276,0.1945,outer
-0.0463,-0.5269,inner
-1.499,-0.7673,outer
0.1102,0.3361,inner
-1.9618,-0.8417,outer
0.1541,0.9888,inner
2.1909,-0.5958,outer
-2.1114,0.8023,outer
1.0922,-1.0692,outer
0.8211,-2.1932,outer
0.5427,2.1708,outer
0.2349,-2.2134,outer
0.568,-0.3784,inner
2.1241,-1.1747,outer
1.379,0.7765,outer
-0.8306,0.1753,inner
-0.3428,0.5977,inner
0.4225,0.2704,inner
-0.6957,1.3666,outer
-0.2045,2.2837,outer
0.2295,1.8503,outer
-0.0287,0.6644,inner
1.8829,1.2833,outer
1.274,-0.9744,outer
-1.6984,1.0754,outer
-0.5384,0.3595,inner
-1.7861,0.107,outer
-1.1917,-2.1775,outer
0.5811,-0.2162,inner
0.2641,-0.3873,inner
0.4487,-0.4204,inner
-1.728,-1.0416,outer
-0.3508,0.209,inner
1.3661,1.2824,outer
-0.175,-0.7437,inner
-0.1826,0.4515,inner
0.4789,-1.5394,outer
-0.7338,-0.38,inner
2.2809,-0.3511,outer
-0.4173,-0.4844,inner
-0.8452,-0.1006,inner
-0.5801,0.7015,inner
-1.6294,-0.2229,outer
1.1432,1.4561,outer
1.3642,1.0786,outer
-0.9462,2.1635,outer
-0.7695,2.1331,outer
0.7234,1.7785,outer
-1.6331,-0.923,outer
2.4049,-0.4578,outer
0.0484,-2.2415,outer
0.0922,-0.8954,inner
0.2794,-0.9655,inner
0.0914,-0.6526,inner
1.7439,0.5988,outer
0.0851,0.675,inner
-0.0126,0.5847,inner
0.9658,-0.3795,inner
0.6574,-0.088,inner
-0.4298,-0.6027,inner
-2.1825,-0.194,outer
-1.1893,-1.7019,outer
-1.3195,0.8114,outer
-2.3008,-0.7683,outer
-0.1864,0.3923,inner
-0.2998,-1.866,outer
-2.1076,-0.7111,outer
-0.0082,0.2578,inner
0.6476,-0.2401,inner
0.6114,1.9953,outer
1.2901,-1.6859,outer
0.4157,-0.0845,inner
-0.0286,0.4818,inner
-0.4472,-0.8438,inner
1.9173,-1.4701,outer
0.1503,-0.357,inner
-1.8687,-1.3435,outer
-0.5525,-0.0909,inner
-0.5386,0.0362,inner
-2.1554,1.0056,outer
0.1731,-0.9035,inner
0.1332,-0.8502,inner
1.9132,-0.9934,outer
1.6358,0.4209,outer
0.6653,-2.2107,outer
-0.62,-0.3177,inner
-2.0184,1.4978,outer
-0.0422,1.8961,outer
-0.2804,0.4839,inner
0.2479,2.2156,outer
0.453,2.2469,outer
-0.1863,2.0466,outer
-0.1439,-0.8637,inner
-0.3801,-0.415,inner
0.804,-0.2183,inner
-0.4762,0.0622,inner
0.9363,0.0318,inner
-0.8941,-1.8988,outer
0.3965,-0.2662,inner
-0.1631,-0.0506,inner
-2.0344,0.7107,outer
-1.1977,1.3341,outer
-0.5137,0.445,inner
2.3925,-0.0302,outer
-0.6806,-0.1578,inner
1.147,2.1001,outer
1.8343,0.6083,outer
-1.773,-1.2899,outer
0.5209,-0.5167,inner
-0.0103,1.9619,outer
1.2505,1.0749,outer
0.4672,0.4831,inner
-0.0943,0.1597,inner
-1.7447,1.3038,outer
1.6653,1.2082,outer
0.5157,0.4743,inner
-1.1988,-1.6796,outer
-1.8105,0.4025,outer
0.5923,2.1309,outer
0.7297,-0.1909,inner
-0.4136,-0.3698,inner
-0.2226,-1.023,inner
0.3138,-0.6282,inner
-0.7162,0.6017,inner
1.4387,1.8221,outer
-2.233,-0.516,outer
1.8316,1.032,outer
-0.6115,2.1773,outer
-0.4652,1.7928,outer
0.6848,0.445,inner
-0.8767,-0.3368,inner
-1.757,0.4601,outer
-0.6726,-0.0958,inner
0.5883,0.3643,inner
-0.4574,-2.1681,outer
0.1937,-1.825,outer
2.0266,0.1182,outer
-0.4547,-1.5203,outer
-0.7023,0.212,inner
1.7416,-1.7955,outer
-0.9439,0.3955,inner
-0.2301,-0.301,inner
-0.8376,-0.2582,inner
0.756,-2.2015,outer
-0.7778,-0.4249,inner
1.7773,-1.6692,outer
1.5695,0.859,outer
-0.2451,-1.6522,outer
0.8923,1.3329,outer
0.3152,-0.5604,inner
-0.5601,-1.5213,outer
0.0631,-0.4531,inner
0.4588,-0.1336,inner
2.3932,-0.4414,outer
0.0607,0.0756,inner
0.0564,-0.2765,inner
0.6269,0.5439,inner
-0.1487,-0.1015,inner
0.3013,2.2184,outer
-2.3976,-0.1396,outer
0.7252,0.4441,inner
0.284,0.7267,inner
1.0138,1.5355,outer
-2.2305,0.1183,outer
-0.9266,0.1264,inner
-0.1155,-2.3845,outer
1.3754,-0.3778,outer
-0.1439,-0.2001,inner
-0.5472,0.262,inner
0.7811,0.6512,inner
0.1247,0.1863,inner
-0.5864,0.1378,inner
0.8495,0.0452,inner
2.2439,0.8223,outer
-1.3056,1.5681,outer
-0.043,-0.631,inner
0.2823,0.2389,inner
2.0551,0.5341,outer
-0.0665,0.5516,inner
-0.5455,-0.5887,inner
-0.2835,-1.0166,inner
-0.3145,0.0506,inner
-0.1526,1.6885,outer
1.1063,1.7976,outer
-0.4748,0.0682,inner
0.2853,-0.2391,inner
-0.1685,0.2449,inner
-1.9468,0.7987,outer
1.403,-1.8236,outer
-0.2908,-0.6676,inner
0.7299,-0.1865,inner
0.5392,0.6948,inner
-0.0967,-0.6978,inner
-1.0981,-1.7043,outer
-1.3716,1.7037,outer
-0.6046,0.4021,inner
1.5644,-0.9246,outer
1.7919,0.1783,outer
-0.3892,-0.8757,inner
0.2601,0.9754,inner
0.8926,1.9039,outer
0.1073,0.4112,inner
-0.1471,0.8706,inner
0.202,-0.7812,inner
2.3001,-0.4529,outer
0.018,-0.5583,inner
0.7752,0.3288,inner
-1.6954,-1.4332,outer
0.0961,-0.3969,inner
0.2931,0.519,inner
-0.2571,1.9721,outer
0.2368,-0.1225,inner
-0.7523,-1.8122,outer
1.9879,-1.112,outer
0.0104,0.4181,inner
0.2515,-1.7444,outer
-0.6169,-0.4917,inner
-1.9421,0.165,outer
-0.3902,-0.6708,inner
0.1449,0.8913,inner
1.2764,1.5346,outer
-0.5603,-0.4014,inner
1.5183,-1.8917,outer
-0.1844,0.0034,inner
-0.5403,1.9395,outer
-0.1721,0.7804,inner
0.0613,-0.5343,inner
0.3026,-0.7684,inner
0.9981,2.2061,outer
-0.4279,0.5252,inner
0.8047,0.4891,inner
1.7102,-1.2558,outer
-0.3792,-0.6183,inner
1.9319,-1.1548,outer
2.0955,-0.933,outer
1.9895,0.0792,outer
0.8927,1.7407,outer
-0.0481,0.3982,inner
-1.1759,2.0825,outer
1.6258,1.904,outer
0.1521,1.772,outer
0.9612,-0.112,inner
-2.0158,-0.8093,outer
-0.0308,-0.8909,inner
-2.1137,-0.9963,outer
-1.7116,-0.7173,outer
1.4653,-1.7491,outer
-1.4021,-0.7751,outer
-0.0217,-2.3667,outer
-2.0938,-0.3854,outer
-0.6868,0.4105,inner
0.6791,2.2867,outer
-0.7852,-0.5579,inner
0.3506,0.4384,inner
-0.2556,0.5882,inner
0.3996,2.0785,outer
0.5942,0.4282,inner
0.8585,-1.8447,outer
-0.3249,-0.7789,inner
2.0564,0.2962,outer
-0.1718,-0.581,inner
-0.4986,-0.2021,inner
-1.4611,1.1218,outer
-1.8728,-0.1413,outer
-0.0631,-2.2858,outer
0.0831,0.4526,inner
0.0138,0.3725,inner
-1.0331,2.0322,outer
1.7113,1.4933,outer
0.0849,-0.6741,inner
-2.2264,-0.1833,outer
-2.3092,0.1549,outer
-0.6609,-1.7037,outer
0.4535,1.6569,outer
0.481,0.2341,inner
0.1924,-0.8207,inner
0.2084,1.4929,outer
0.6449,0.318,inner
-0.4526,-0.8023,inner
-0.0056,-0.8084,inner
0.1937,0.7553,inner
0.1684,0.2489,inner
-0.8196,0.2766,inner
0.659,0.5747,inner
-1.2227,-2.1295,outer
-0.0274,2.2856,outer
-0.0974,0.9599,inner
2.0519,0.5558,outer
-1.4251,1.8617,outer
-0.8062,-1.2782,outer
-1.2159,1.1764,outer
0.212,-1.661,outer
0.618,-2.188,outer
0.1789,0.4745,inner
1.3726,0.5009,outer
0.2803,-2.0502,outer
0.0326,2.2414,outer
-2.1316,0.3339,outer
0.828,-0.0906,inner
-0.0732,-0.9268,inner
2.22,0.1142,outer
1.3358,1.8432,outer
0.106,-1.6866,outer
1.8227,1.8092,outer
-1.7974,0.7471,outer
0.3196,-0.0891,inner
0.5086,0.3333,inner
-0.7571,-0.2112,inner
-0.0354,0.842,inner
0.7676,-0.3003,inner
0.4435,1.5145,outer
1.4567,1.709,outer
-1.8141,0.8771,outer
0.563,0.0323,inner
-0.5619,0.0758,inner
-1.7521,-0.6349,outer
0.4212,0.4418,inner
0.244,0.4526,inner
0.4094,0.2693,inner
0.1714,0.9914,inner
0.0818,2.3938,outer
0.3517,1.4884,outer
-1.9519,1.1098,outer
-0.823,0.0626,inner
0.5022,-0.3212,inner
-0.21,1.7969,outer
-0.0532,-0.7426,inner
-0.0099,0.5265,inner
0.5403,-1.6965,outer
0.3565,-2.1783,outer
2.1324,0.548,outer
-0.0832,2.0544,outer
0.737,-0.0852,inner
0.0672,-0.2306,inner
0.037,-0.8292,inner
-1.5121,1.2456,outer
1.0152,-0.0617,inner
2.2997,-0.8077,outer
-0.7811,1.7246,outer
-0.0397,-0.512,inner
-0.1305,0.6324,inner
2.276,0.1076,outer
-1.6795,1.4032,outer
0.3275,-2.1045,outer
-0.0099,-1.5489,outer
-0.0544,1.9907,outer
-0.0599,0.3591,inner
2.3103,0.4689,outer
0.6524,0.3123,inner
-1.8312,1.3411,outer
2.203,-1.0333,outer
-1.0265,1.3224,outer
1.8334,1.4232,outer
1.3814,1.9835,outer
-0.811,-0.5129,inner
-0.4961,-0.1586,inner
0.4899,2.0527,outer
0.0774,-0.883,inner
0.8871,-0.2256,inner
-1.5898,-0.9748,outer
-0.5951,2.1652,outer
1.7526,-0.3022,outer
-1.3708,1.7238,outer
-1.3696,0.7013,outer
-0.6204,0.2794,inner
2.016,0.3651,outer
0.7661,-0.0739,inner
0.0095,-0.778,inner
0.8191,2.3854,outer
-0.1681,0.3957,inner
-0.5831,-1.5853,outer
0.4901,-1.6253,outer
-2.3905,0.2322,outer
1.6098,-0.273,outer
1.6258,-1.4427,outer
-0.5016,0.3353,inner
0.0593,0.2647,inner
0.332,0.7237,inner
0.255,-0.8238,inner
0.8532,-0.3702,inner
-0.2109,-0.2727,inner
-0.2689,-0.5183,inner
1.9471,1.5146,outer
1.8282,-0.4745,outer
0.4308,-2.2381,outer
0.8468,-0.1071,inner
0.0096,-0.5683,inner
0.0435,0.6365,inner
0.2703,-0.5774,inner
-0.7161,0.3223,inner
0.5733,-0.0273,inner
-0.638,0.7698,inner
0.3309,0.821,inner
0.1673,-0.7449,inner
-0.9773,1.621,outer
0.2755,-0.8946,inner
0.6792,1.7362,outer
-2.2176,-1.1183,outer
0.6753,0.3023,inner
1.3051,1.7553,outer
0.2126,0.4692,inner
0.5339,-0.2452,inner
1.0659,1.7367,outer
-0.1355,0.5311,inner
0.6257,-0.3038,inner
-2.294,-0.3639,outer
-0.0257,-0.6283,inner
2.3642,-0.2624,outer
-0.5303,1.9744,outer
-0.2562,-2.3141,outer
0.8421,-0.4475,inner
-0.6659,0.2257,inner
-0.0813,0.0548,inner
1.9725,-1.4421,outer
-0.7985,0.0532,inner
-0.7975,-0.0165,inner
0.7305,0.086,inner
0.435,0.063,inner
-1.3638,-1.5462,outer
0.6922,-2.2829,outer
-0.7139,0.2053,inner
0.7048,-0.43,inner
-0.1573,0.0877,inner
1.4284,0.8823,outer
-2.2163,-0.1283,outer
2.3306,0.758,outer
1.7152,-0.7991,outer
-0.1812,0.2075,inner
-1.9421,0.9251,outer
-0.8014,-1.4415,outer
-0.9429,0.1205,inner
0.5658,0.4095,inner
-0.4802,-1.8168,outer
0.3759,-0.7927,inner
2.3891,-0.3608,outer
0.4914,-0.0147,inner
-1.9341,0.6552,outer
0.2549,-2.3833,outer
-0.4926,2.2151,outer
-0.49,-0.7396,inner
-1.4891,-1.356,outer
-0.7203,0.4505,inner
1.3166,-0.8486,outer
-0.6905,0.198,inner
-0.0152,-2.3796,outer
-0.8262,-0.1507,inner
0.8402,2.3004,outer
0.4487,-0.888,inner
0.725,0.399,inner
-1.6943,0.0442,outer
-0.3058,2.0594,outer
1.2664,-1.579,outer
-1.688,-1.0605,outer
0.3834,1.6532,outer
0.4827,0.4739,inner
0.5744,0.73,inner
-2.2052,-0.8252,outer
-0.0757,-0.1423,inner
-0.2021,-0.3021,inner
1.4075,-0.9245,outer
0.2702,0.8532,inner
0.0463,-0.1827,inner
2.3374,0.0849,outer
-2.0098,-0.2748,outer
2.0855,-0.5848,outer
0.4829,-0.5946,inner
-2.1328,-0.4501,outer
-0.2971,0.1173,inner
0.0871,2.4419,outer
0.3193,-0.1936,inner
0.4119,-0.3247,inner
0.8862,-0.1608,inner
1.1511,2.2173,outer
0.6537,-2.1329,outer
-0.0814,0.2658,inner
0.0598,1.8142,outer
0.7352,0.4285,inner
0.3048,-0.7781,inner
-1.5736,-0.2429,outer
0.5547,0.3672,inner
2.0322,-1.0114,outer
-0.237,0.4149,inner
0.1094,-0.3158,inner
-0.2262,-0.8972,inner
1.9839,1.0051,outer
1.5924,1.1974,outer
2.1622,0.6519,outer
-0.0191,-0.0556,inner
-0.3448,-0.1995,inner
0.2266,-0.3008,inner
-0.5353,0.4786,inner
-0.5936,-1.4427,outer
1.8617,-0.789,outer
-2.1897,0.7631,outer
0.5181,-2.0923,outer
0.0465,-0.4531,inner
-1.6012,1.8702,outer
0.2618,-0.0785,inner
1.4492,0.7669,outer
-0.4728,-0.4319,inner
1.2176,1.8927,outer
-0.3329,2.0838,outer
1.0435,-1.3554,outer
0.3501,0.3393,inner
1.8688,-0.0692,outer
0.8971,0.0499,inner
0.0737,-0.4984,inner
-1.7717,1.3053,outer
-0.5815,2.0406,outer
0.9702,2.3023,outer
-0.5578,-0.567,inner
0.3211,0.4242,inner
2.1764,-0.1959,outer
0.094,-2.2009,outer
-1.4259,0.5726,outer
-1.609,0.1406,outer
1.6481,-0.6936,outer
2.3516,-0.0541,outer
2.3118,0.0124,outer
0.0741,0.1946,inner
-0.9498,2.1878,outer
-0.6386,0.6616,inner
0.4486,-0.3491,inner
0.7386,-0.1796,inner
0.9295,2.1516,outer
-0.7144,0.0621,inner
0.0693,0.5417,inner
0.2013,-0.7188,inner
-0.7104,-0.4488,inner
-1.7392,1.6116,outer
-0.9745,2.1114,outer
-0.2585,-0.118,inner
-0.2724,-2.1622,outer
0.43,-1.8601,outer
2.3627,-0.2321,outer
2.0786,-0.8604,outer
-0.7356,-0.1982,inner
-0.2057,-0.8694,inner
-1.8174,0.8682,outer
0.9664,-1.234,outer
1.4148,-1.0067,outer
-0.0714,0.058,inner
0.6214,-0.452,inner
0.7062,1.5342,outer
-0.3343,0.5173,inner
-0.4824,-0.2683,inner
0.0918,-0.3328,inner
-0.4187,-0.5368,inner
0.3241,-0.8539,inner
0.5535,-0.2743,inner
-2.1153,0.9718,outer
1.25,-0.8101,outer
1.2845,-1.1892,outer
-0.6292,0.0711,inner
0.2381,0.5762,inner
-0.0985,-2.4698,outer
-0.6075,0.897,inner
1.6234,0.118,outer
-1.0313,1.5803,outer
0.6552,-0.5131,inner
1.8165,0.4039,outer
0.039,0.1056,inner
0.5262,1.7508,outer
0.0448,0.3969,inner
2.2253,0.2777,outer
-1.6002,0.4488,outer
0.0126,-2.1465,outer
-0.7047,0.04,inner
0.4477,-0.0896,inner
-1.1005,2.1706,outer
0.3584,-0.682,inner
0.6442,0.6218,inner
-0.4699,0.9387,inner
-0.3732,0.0103,inner
-0.6359,0.3193,inner
0.1117,0.2618,inner
1.9644,-0.545,outer
-1.8764,0.306,outer
-1.26,-1.1577,outer
-0.6935,-0.0144,inner
-2.0856,-0.4464,outer
-1.5382,1.2598,outer
-0.1779,-0.2129,inner
-1.3733,1.1171,outer
1.3553,1.1674,outer
-0.9425,-2.0534,outer
1.0069,-1.9263,outer
0.0219,-0.8009,inner
-0.0756,0.4324,inner
2.0235,0.2898,outer
2.3847,-1.0136,outer
-0.2223,-0.6111,inner
0.9983,0.2399,inner
0.1051,-0.2005,inner
-0.3642,-1.9286,outer
0.7942,-0.5309,inner
0.8023,-1.3988,outer
0.1973,-0.221,inner
-0.8196,0.1986,inner
0.3193,-0.396,inner
1.4469,-1.8042,outer
-0.021,-0.7115,inner
-0.3632,-0.4582,inner
0.4389,0.2488,inner
-0.68,-0.1407,inner
-2.0626,0.9424,outer
-0.3326,-0.4571,inner
1.3229,1.5618,outer
1.5147,0.1383,outer
0.7597,1.3134,outer
0.3092,-0.4571,inner
-0.8026,-0.5019,inner
-0.7705,-0.1424,inner
0.8979,0.0494,inner
0.566,-0.5467,inner
1.4453,1.2334,outer
-0.7499,0.2322,inner
0.6307,-0.5093,inner
1.7144,-0.6576,outer
0.0679,-0.1762,inner
0.848,-0.3422,inner
1.9792,1.2562,outer
-0.4327,-0.0768,inner
0.1755,0.9743,inner
0.3771,-0.5509,inner
-0.0446,-0.3722,inner
1.774,1.392,outer
-0.0053,-0.7434,inner
-0.6483,0.2771,inner
-0.7581,1.602,outer
0.2589,-0.7264,inner
0.5001,-0.2136,inner
-2.1334,-0.5841,outer
0.0846,0.4388,inner
0.7805,0.109,inner
-0.1695,-0.4961,inner
-1.3535,-2.092,outer
-0.1108,-0.5868,inner
0.2684,-0.3936,inner
2.0186,-1.3555,outer
-0.8365,-1.7939,outer
-1.9362,0.6486,outer
0.7281,0.4059,inner
0.5756,1.4971,outer
2.006,0.8762,outer
0.5558,0.1039,inner
-0.2257,-0.7016,inner
0.0554,1.6084,outer
-1.8231,-0.8619,outer
-0.3434,0.6473,inner
1.9915,0.8954,outer
-0.2487,-0.5339,inner
-1.5802,1.3,outer
1.6941,0.828,outer
-0.2894,-2.4354,outer
0.4211,-0.0816,inner
-1.4578,0.6304,outer
0.1204,-0.1531,inner
1.5578,-1.2233,outer
-2.0818,0.8932,outer
-1.7352,1.711,outer
0.8139,0.0329,inner
-0.1094,0.3456,inner
-0.0252,0.2272,inner
-1.3563,-1.7707,outer
-0.9746,-1.5404,outer
1.6299,-1.5853,outer
1.5022,-0.4008,outer
-1.5365,0.9533,outer
-1.8695,-1.5508,outer
-0.0685,0.5048,inner
-0.5684,-0.7944,inner
0.9858,-0.1657,inner
-1.8497,0.179,outer
0.1057,0.7784,inner
-0.1512,-2.194,outer
0.5533,0.5015,inner
0.5962,-0.7229,inner
-0.0401,0.5567,inner
1.3431,-0.6385,outer
0.7657,2.1732,outer
0.0349,0.7979,inner
0.6337,-0.6793,inner
-1.6854,1.7471,outer
0.5134,1.6974,outer
-0.2151,-0.22,inner
0.7586,-0.0939,inner
-1.1828,1.1667,outer
-0.8796,-0.3645,inner
0.4714,0.8686,inner
2.3264,-0.1397,outer
0.7532,-1.584,outer
-0.2917,-0.6877,inner
2.1389,-0.4651,outer
-0.775,-0.191,inner
-1.9326,0.3348,outer
-0.7011,1.9271,outer
1.2664,1.9852,outer
0.7469,-0.7023,inner
-1.4392,0.7832,outer
0.9588,-0.0486,inner
-0.6092,1.64,outer
0.6176,0.4999,inner
1.3238,-1.9594,outer
-0.6409,-0.288,inner
-0.3987,0.078,inner
-0.4806,-0.3045,inner
-0.2005,-0.469,inner
-0.532,2.3661,outer
-1.1082,1.4184,outer
-1.4507,0.969,outer
1.9782,-1.5413,outer
0.5678,-2.3004,outer
2.3118,0.0031,outer
0.146,-0.165,inner
1.4668,-0.7686,outer
2.1864,0.4376,outer
1.9234,-1.579,outer
-0.7139,-0.352,inner
-1.4256,1.5326,outer
1.6732,0.8974,outer
0.9087,0.4792,inner
0.581,-0.7927,inner
0.9924,-1.8894,outer
0.3783,1.7766,outer
0.7098,0.0009,inner
-2.3721,-0.3832,outer
0.391,-0.6253,inner
-0.5836,0.0235,inner
-0.5852,-1.8968,outer
0.6356,0.0683,inner
1.7346,1.4747,outer
-0.007,0.1833,inner
-1.1414,1.0458,outer
-2.4748,0.1792,outer
2.1724,1.062,outer
0.3722,0.6434,inner
0.7059,-0.1581,inner
-1.4813,-1.0612,outer
1.393,1.29,outer
-0.2104,-0.8718,inner
0.7877,1.5552,outer
-0.2363,0.6614,inner
-0.4105,0.1632,inner
0.3244,-0.6363,inner
0.1306,0.3058,inner
1.6733,-0.3032,outer
-0.6214,-1.7499,outer
0.8693,-0.2866,inner
-1.2541,-1.5643,outer
0.6265,0.5592,inner
-1.4466,-0.3377,outer
-0.563,-0.2506,inner
0.1615,0.2345,inner
1.7259,1.1576,outer
0.1653,-2.5179,outer
-0.0388,0.5526,inner
-0.0026,-0.1457,inner
0.8747,-0.1288,inner
0.4452,-0.37,inner
0.2011,0.5826,inner
0.8031,2.3185,outer
0.0471,-0.7866,inner
0.2707,-1.8891,outer
-0.7828,0.0999,inner
0.1427,0.5855,inner
-0.8777,0.0176,inner
-1.7856,-0.1066,outer
0.6254,-0.3353,inner
0.2579,1.9752,outer
0.2993,-2.3377,outer
-0.5393,-1.6653,outer
-1.7857,-0.6924,outer
2.0118,0.1992,outer
-0.3331,0.0235,inner
1.3601,-1.7655,outer
-0.2684,-0.6977,inner
-1.9046,0.9169,outer
-0.7566,0.3718,inner
-0.8791,-0.3112,inner
0.1744,-0.1299,inner
0.8968,-0.3401,inner
-0.0316,0.5013,inner
-2.323,-0.6754,outer
-0.0763,0.8223,inner
-0.5655,1.4377,outer
0.4744,0.4143,inner
0.8638,0.1248,inner
1.7015,-1.7943,outer
2.3991,-0.0291,outer
-1.4537,1.0659,outer
-1.4304,1.1027,outer
1.3741,1.9315,outer
0.8174,-0.2087,inner
-0.003,0.7994,inner
0.5848,1.9288,outer
-0.0917,-1.0126,inner
0.3629,-0.7063,inner
-0.2693,0.4912,inner
1.8952,0.1161,outer
1.0174,-0.0461,inner
-0.0914,-0.2374,inner
-0.261,0.0234,inner
-1.3986,1.6493,outer
-0.9149,1.4783,outer
-0.0725,1.081,inner
-1.0575,-0.1475,inner
0.1454,-2.2052,outer
-1.8943,-0.3921,outer
-1.812,-1.096,outer
-2.1856,0.7072,outer
-0.4685,0.2167,inner
0.7769,-1.8215,outer
0.3094,-1.9879,outer
1.148,-1.5874,outer
-0.1715,0.3032,inner
0.7473,-0.5573,inner
0.8803,-0.1766,inner
-0.2098,-0.3835,inner
1.9812,0.6852,outer
1.2623,1.8853,outer
0.6929,-0.5865,inner
-0.2055,0.2771,inner
0.8314,-1.5175,outer
0.2789,0.7014,inner
0.9354,-1.4537,outer
1.9171,1.1789,outer
0.2107,-0.7618,inner
0.683,-0.0364,inner
-1.8991,0.8774,outer
1.1564,1.9022,outer
0.9879,1.6981,outer
0.1615,-0.224,inner
-1.8287,-1.2375,outer
-0.251,-0.5099,inner
2.2959,0.0451,outer
0.2924,0.9672,inner
-2.3038,-0.7939,outer
-0.1876,0.2594,inner
-0.9611,-1.6268,outer
1.582,0.8,outer
0.8727,0.1603,inner
1.9727,1.3793,outer
2.3461,0.8925,outer
0.511,0.5317,inner
-0.7203,-0.5034,inner
0.1051,0.2423,inner
-0.6561,0.1348,inner
0.1621,2.1361,outer
0.3625,-0.5499,inner
-0.6387,-0.0096,inner
0.3006,-0.2831,inner
0.2255,-0.2256,inner
0.0686,-0.0562,inner
-0.506,2.4036,outer
0.2801,-2.1367,outer
-1.3945,-0.8771,outer
-0.0914,0.6807,inner
1.3565,0.5107,outer
-0.4686,-2.321,outer
-0.8893,-0.083,inner
-0.1299,0.55,inner
-1.7965,-1.0492,outer
-0.1579,-2.0347,outer
1.2894,1.5621,outer
-2.3435,0.0801,outer
-1.7939,0.253,outer
0.4149,-2.0496,outer
1.3647,1.2096,outer
-1.5731,1.6751,outer
0.5547,0.844,inner
-0.5427,0.2779,inner
-0.6788,0.2468,inner
2.0479,1.2447,outer
-0.9369,-1.2778,outer
-1.4229,-1.9063,outer
0.5967,-1.4964,outer
1.3234,1.4516,outer
-1.7271,0.1078,outer
0.4727,-0.7807,inner
0.1312,-0.4299,inner
0.4582,-0.7485,inner
-1.1143,1.8833,outer
0.4953,-1.6363,outer
0.5021,0.1284,inner
-0.6334,0.1163,inner
-0.2108,-2.0417,outer
-0.252,-0.3677,inner
-0.1416,-0.6446,inner
-1.5052,1.8863,outer
-1.9032,-0.1108,outer
-0.3908,-0.3864,inner
0.7661,2.1948,outer
0.368,-2.0768,outer
0.0971,0.6101,inner
0.8021,0.166,inner
0.3931,-0.403,inner
2.3606,-0.6146,outer
-0.133,1.7831,outer
0.332,0.4287,inner
0.7401,-1.3021,outer
0.2778,-0.9378,inner
-0.2125,1.9102,outer
-0.3479,-0.1825,inner
0.8448,1.8693,outer
0.1522,0.1883,inner
0.2295,0.9015,inner
0.3673,-0.5537,inner
1.8604,-0.3667,outer
-0.5935,-0.2533,inner
0.3801,-2.183,outer
-0.3908,-2.1963,outer
0.4031,0.1017,inner
-0.7285,-0.3241,inner
0.4027,-0.6503,inner
0.1042,2.1055,outer
-0.022,-0.8935,inner
-1.8277,0.3387,outer
1.9673,0.0212,outer
0.9425,1.7332,outer
-1.9812,0.4378,outer
0.7868,-0.3733,inner
-1.5317,-1.4482,outer
1.7548,0.1239,outer
2.2001,-0.7118,outer
-1.6493,-0.417,outer
1.8079,0.7839,outer
-0.9151,0.155,inner
-0.3062,0.8574,inner
0.6332,-0.5993,inner
0.4089,-0.6586,inner
-0.0815,-0.2933,inner
0.4651,-0.355,inner
-0.1045,0.3542,inner
0.8491,-0.0959,inner
-2.1338,-0.9688,outer
-0.4567,-0.7337,inner
2.0121,0.1363,outer
0.2891,0.9609,inner
1.885,-0.8082,outer
-1.5162,-1.375,outer
2.3216,-1.1008,outer
-0.1786,-0.6849,inner
-0.6843,-1.8191,outer
-0.6819,0.7162,inner
0.1625,-2.057,outer
2.043,-0.9686,outer
2.2329,0.7248,outer
0.574,-1.5159,outer
0.5539,1.5134,outer
-0.3292,0.7558,inner
0.4264,-0.5536,inner
0.748,0.4601,inner
-0.1825,-0.2552,inner
0.4991,0.9021,inner
-0.6773,0.0846,inner
-1.4065,-1.5942,outer
0.672,0.638,inner
0.7363,0.1006,inner
1.441,-1.8576,outer
0.5033,0.5861,inner
-1.1333,1.9426,outer
-0.5982,2.2128,outer
-0.6096,-1.3809,outer
0.2867,-1.6869,outer
-0.8527,1.3945,outer
0.0336,0.6304,inner
1.7253,-0.564,outer
0.3417,0.6327,inner
0.304,0.6437,inner
1.6657,1.2092,outer
0.32,0.3059,inner
